repository_file,field_category,matched_text,context,line_estimate,source_status,canonical_field,authority,track_name,meeting_date,notes
scripts\audit_edgeiq_track_conditions_sources_v1.py,MEETING_STATUS,MEETING_STATUS,"icial.?comment\b"",     ],     ""UPDATED_TIME"": [         r""\blast.?updated\b"",         r""\bupdated.?at\b"",         r""\bupdate.?time\b"",         r""\binspection.?time\b"",     ],     ""MEETING_STATUS"": [         r""\babandoned\b"",         r""\bpostponed\b"",         r""\bmeeting.?status\b"",         r""\brace.?status\b"",     ], }  URL_PATTERN = re.compile(     r""https?://[^\s\""'<>\\]+"",     re.IGNORECASE, )  URL_AUTHORITY_HINTS = (     ""racingaustralia"",     ""racing.com"",     ""racingvictoria"",     ""c",110,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_data_contract_v1.py,TRACK_CONDITION,track_condition,""" / ""data"" / ""edgeiq_track_data_contract_v1_audit.json"" OUT_TXT = ROOT / ""public"" / ""data"" / ""edgeiq_track_data_contract_v1_audit.txt""  TERMINAL_FEEDS = [     ""edgeiq_vic_official_track_conditions_v1.json"",     ""edgeiq_track_map_manifest_v1.csv"",     ""edgeiq_current_true_track_feed_v1.csv"",     ""edgeiq_track_profile_v2.csv"",     ""edgeiq_track_intelligence_profile_v2.csv"", ]  OFFICIAL_FIELDS = [     ""OFFICIAL RATING"",     ""INSPECTION TIME"",     ""GOING STICK"",     ""PENETROMETER AVERAGE"",",14,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_data_contract_v1.py,IRRIGATION_24H,IRRIGATION 24,"le_v2.csv"", ]  OFFICIAL_FIELDS = [     ""OFFICIAL RATING"",     ""INSPECTION TIME"",     ""GOING STICK"",     ""PENETROMETER AVERAGE"",     ""MOISTURE"",     ""RAIN 24H"",     ""RAIN 7D"",     ""IRRIGATION 24H"",     ""IRRIGATION 7D"",     ""TRACK MANAGER"", ]  DETAIL_FIELDS = [""TRACK TYPE"", ""SURFACE"", ""CIRCUMFERENCE"", ""STRAIGHT""]  service = SERVICE.read_text(encoding=""utf-8"", errors=""replace"") if SERVICE.exists() else """" component = COMPONENT.read_text(encoding=""utf-8"", errors=""replace"") if COMPONENT.exists",29,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_data_contract_v1.py,IRRIGATION_7D,IRRIGATION 7D,"L_FIELDS = [     ""OFFICIAL RATING"",     ""INSPECTION TIME"",     ""GOING STICK"",     ""PENETROMETER AVERAGE"",     ""MOISTURE"",     ""RAIN 24H"",     ""RAIN 7D"",     ""IRRIGATION 24H"",     ""IRRIGATION 7D"",     ""TRACK MANAGER"", ]  DETAIL_FIELDS = [""TRACK TYPE"", ""SURFACE"", ""CIRCUMFERENCE"", ""STRAIGHT""]  service = SERVICE.read_text(encoding=""utf-8"", errors=""replace"") if SERVICE.exists() else """" component = COMPONENT.read_text(encoding=""utf-8"", errors=""replace"") if COMPONENT.exists() else """"  row_counts",30,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_data_contract_v1.py,IRRIGATION_GENERAL,IRRIGATION,"le_v2.csv"", ]  OFFICIAL_FIELDS = [     ""OFFICIAL RATING"",     ""INSPECTION TIME"",     ""GOING STICK"",     ""PENETROMETER AVERAGE"",     ""MOISTURE"",     ""RAIN 24H"",     ""RAIN 7D"",     ""IRRIGATION 24H"",     ""IRRIGATION 7D"",     ""TRACK MANAGER"", ]  DETAIL_FIELDS = [""TRACK TYPE"", ""SURFACE"", ""CIRCUMFERENCE"", ""STRAIGHT""]  service = SERVICE.read_text(encoding=""utf-8"", errors=""replace"") if SERVICE.exists() else """" component = COMPONENT.read_text(encoding=""utf-8"", errors=""replace"") if COMPONENT.exi",29,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_data_contract_v1.py,RAINFALL_24H,RAIN 24H,"edgeiq_track_intelligence_profile_v2.csv"", ]  OFFICIAL_FIELDS = [     ""OFFICIAL RATING"",     ""INSPECTION TIME"",     ""GOING STICK"",     ""PENETROMETER AVERAGE"",     ""MOISTURE"",     ""RAIN 24H"",     ""RAIN 7D"",     ""IRRIGATION 24H"",     ""IRRIGATION 7D"",     ""TRACK MANAGER"", ]  DETAIL_FIELDS = [""TRACK TYPE"", ""SURFACE"", ""CIRCUMFERENCE"", ""STRAIGHT""]  service = SERVICE.read_text(encoding=""utf-8"", errors=""replace"") if SERVICE.exists() else """" component = COMPONENT.read_text(encoding=""utf-8"", e",27,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_data_contract_v1.py,PENETROMETER,PENETROMETER,"v"",     ""edgeiq_track_profile_v2.csv"",     ""edgeiq_track_intelligence_profile_v2.csv"", ]  OFFICIAL_FIELDS = [     ""OFFICIAL RATING"",     ""INSPECTION TIME"",     ""GOING STICK"",     ""PENETROMETER AVERAGE"",     ""MOISTURE"",     ""RAIN 24H"",     ""RAIN 7D"",     ""IRRIGATION 24H"",     ""IRRIGATION 7D"",     ""TRACK MANAGER"", ]  DETAIL_FIELDS = [""TRACK TYPE"", ""SURFACE"", ""CIRCUMFERENCE"", ""STRAIGHT""]  service = SERVICE.read_text(encoding=""utf-8"", errors=""replace"") if SERVICE.exists() else """" component =",25,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_data_contract_v1.py,GOING_STICK,GOING STICK,"ue_track_feed_v1.csv"",     ""edgeiq_track_profile_v2.csv"",     ""edgeiq_track_intelligence_profile_v2.csv"", ]  OFFICIAL_FIELDS = [     ""OFFICIAL RATING"",     ""INSPECTION TIME"",     ""GOING STICK"",     ""PENETROMETER AVERAGE"",     ""MOISTURE"",     ""RAIN 24H"",     ""RAIN 7D"",     ""IRRIGATION 24H"",     ""IRRIGATION 7D"",     ""TRACK MANAGER"", ]  DETAIL_FIELDS = [""TRACK TYPE"", ""SURFACE"", ""CIRCUMFERENCE"", ""STRAIGHT""]  service = SERVICE.read_text(encoding=""utf-8"", errors=""replace"") if SERVICE.exists()",24,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_data_contract_v1.py,TRACK_MANAGER_COMMENT,TRACK MANAGER,"ICIAL RATING"",     ""INSPECTION TIME"",     ""GOING STICK"",     ""PENETROMETER AVERAGE"",     ""MOISTURE"",     ""RAIN 24H"",     ""RAIN 7D"",     ""IRRIGATION 24H"",     ""IRRIGATION 7D"",     ""TRACK MANAGER"", ]  DETAIL_FIELDS = [""TRACK TYPE"", ""SURFACE"", ""CIRCUMFERENCE"", ""STRAIGHT""]  service = SERVICE.read_text(encoding=""utf-8"", errors=""replace"") if SERVICE.exists() else """" component = COMPONENT.read_text(encoding=""utf-8"", errors=""replace"") if COMPONENT.exists() else """"  row_counts: dict[str, int | str",31,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_data_contract_v1.py,UPDATED_TIME,INSPECTION TIME,"""edgeiq_current_true_track_feed_v1.csv"",     ""edgeiq_track_profile_v2.csv"",     ""edgeiq_track_intelligence_profile_v2.csv"", ]  OFFICIAL_FIELDS = [     ""OFFICIAL RATING"",     ""INSPECTION TIME"",     ""GOING STICK"",     ""PENETROMETER AVERAGE"",     ""MOISTURE"",     ""RAIN 24H"",     ""RAIN 7D"",     ""IRRIGATION 24H"",     ""IRRIGATION 7D"",     ""TRACK MANAGER"", ]  DETAIL_FIELDS = [""TRACK TYPE"", ""SURFACE"", ""CIRCUMFERENCE"", ""STRAIGHT""]  service = SERVICE.read_text(encoding=""utf-8"", errors=""replace"")",23,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_engineering_build_v1.py,TRACK_CONDITION,track_condition,"= ""TRACK""') < meeting_text.find(""activePending ?""),     ""react_loads_terminal_feeds_only"": all(         feed in service_text         for feed in [             ""edgeiq_vic_official_track_conditions_v1.json"",             ""edgeiq_track_map_manifest_v1.csv"",             ""edgeiq_current_true_track_feed_v1.csv"",             ""edgeiq_track_profile_v2.csv"",             ""edgeiq_track_intelligence_profile_v2.csv"",         ]     ),     ""all_child_audits_passed"": all(item[""passed""] for item in results.v",43,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_visual_structure_v1.py,TRACK_CONDITION,Track Condition,"ad_text(encoding=""utf-8"", errors=""replace"") if MEETING.exists() else """" css = CSS.read_text(encoding=""utf-8"", errors=""replace"") if CSS.exists() else """"  required_sections = [     ""Track Condition"",     ""Rail Position and Track Map"",     ""Track Details"",     ""Track Pattern Analysis"",     ""Historical Comparison"",     ""Track Notes"",     ""Contextual Operational Rail"", ] missing_state_copy = [     ""Curated track map unavailable"",     ""Track pattern evidence unavailable"",     ""Track notes unavail",18,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_visual_structure_v1.py,RAIL_CURRENT,Rail Position,""", errors=""replace"") if MEETING.exists() else """" css = CSS.read_text(encoding=""utf-8"", errors=""replace"") if CSS.exists() else """"  required_sections = [     ""Track Condition"",     ""Rail Position and Track Map"",     ""Track Details"",     ""Track Pattern Analysis"",     ""Historical Comparison"",     ""Track Notes"",     ""Contextual Operational Rail"", ] missing_state_copy = [     ""Curated track map unavailable"",     ""Track pattern evidence unavailable"",     ""Track notes unavailable"",     ""Loading o",19,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_turftrax_stream_v1.py,IRRIGATION_GENERAL,irrigation,"ext: str, ) -> bool:     lower = text.lower()      markers = [         ""temperature"",         ""humidity"",         ""rain"",         ""wind"",         ""going"",         ""rail"",         ""irrigation"",         ""station"",         ""report"",         ""caulfield"",         ""ladbrokes"",         ""mornington"",         ""weather"",         ""content"",     ]      return (         status_code == 200         and len(text.strip()) > 2         and (             ""json"" in content_type.lower()             or text.",133,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_turftrax_visualiser_v1.py,IRRIGATION_GENERAL,irrigation,"sualiser"",     ""weather"",     ""temperature"",     ""humidity"",     ""rain"",     ""rainfall"",     ""wind"",     ""gust"",     ""going"",     ""goingstick"",     ""going-stick"",     ""rail"",     ""irrigation"",     ""evapotranspiration"",     ""moisture"",     ""station"",     ""report"",     ""refresh"", ]  URL_PATTERN = re.compile(     r'''(?:         https?://[^\s""'<>\\]+         |         wss?://[^\s""'<>\\]+         |         /(?:api|ajax|data|weather|going|visualiser|station|report)[^\s""'<>\\]*     )''',",52,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_turftrax_visualiser_v1.py,GOING_STICK,goingstick,"request"",     ""websocket"",     ""signalr"",     ""visualiser"",     ""weather"",     ""temperature"",     ""humidity"",     ""rain"",     ""rainfall"",     ""wind"",     ""gust"",     ""going"",     ""goingstick"",     ""going-stick"",     ""rail"",     ""irrigation"",     ""evapotranspiration"",     ""moisture"",     ""station"",     ""report"",     ""refresh"", ]  URL_PATTERN = re.compile(     r'''(?:         https?://[^\s""'<>\\]+         |         wss?://[^\s""'<>\\]+         |         /(?:api|ajax|data|weather|going|vis",49,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_barrier_rail_condition_bias_replay_v1.py,TRACK_CONDITION,track_condition,"astype(""Int64"")     out[""rail_position""] = df[""rail_position""].fillna("""").astype(str)     out[""rail_bucket""] = df[""rail_bucket""].fillna(""UNKNOWN"").astype(str).str.upper()     out[""track_condition_graphql""] = df[""track_condition_graphql""].fillna("""").astype(str)     out[""weather_graphql""] = df[""weather_graphql""].fillna("""").astype(str)     out[""penetrometer_graphql""] = df[""penetrometer_graphql""].fillna("""").astype(str)     out[""source_status""] = df[""source_status""].fillna(""UNKNOWN"").astype(str)",82,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_barrier_rail_condition_bias_replay_v1.py,RAIL_CURRENT,rail_position,"Y-%m-%d"")     out[""track_norm""] = df[""normalized_track""].fillna(df[""track""].map(normalize_track)).astype(str)     out[""race_no""] = safe_num(df[""race_no""]).astype(""Int64"")     out[""rail_position""] = df[""rail_position""].fillna("""").astype(str)     out[""rail_bucket""] = df[""rail_bucket""].fillna(""UNKNOWN"").astype(str).str.upper()     out[""track_condition_graphql""] = df[""track_condition_graphql""].fillna("""").astype(str)     out[""weather_graphql""] = df[""weather_graphql""].fillna("""").astype(str)",80,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_barrier_rail_condition_bias_replay_v1.py,PENETROMETER,penetrometer,"pper()     out[""track_condition_graphql""] = df[""track_condition_graphql""].fillna("""").astype(str)     out[""weather_graphql""] = df[""weather_graphql""].fillna("""").astype(str)     out[""penetrometer_graphql""] = df[""penetrometer_graphql""].fillna("""").astype(str)     out[""source_status""] = df[""source_status""].fillna(""UNKNOWN"").astype(str)     out = out.drop_duplicates(subset=[""meeting_date"", ""track_norm"", ""race_no""], keep=""first"")     return out   def load_replay_base() -> pd.DataFrame:     resul",84,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_condition_dna_v1.py,TRACK_CONDITION,track_condition,"[""years""].add(race_date[:4])  with SRC.open(""r"", encoding=""utf-8-sig"", newline="""") as f:     for row in csv.DictReader(f):          bucket = condition_bucket(             row.get(""track_condition""),             row.get(""track_rating"")         )          if bucket != ""UNKNOWN"":             source_rows_with_condition += 1          horse = clean(row.get(""horse""))         trainer = clean(row.get(""trainer""))         jockey = clean(row.get(""jockey""))          add(""HORSE"", horse, bucket, row)",107,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_condition_pars_v3.py,TRACK_CONDITION,track_condition,"in {""HIGH"", ""MEDIUM""}:                 rows_excluded_confidence += 1                 continue              raw_condition = clean(row.get(""condition_recovered"")) or clean(row.get(""track_condition""))             condition = normalise_condition(raw_condition)             raw_label = raw_condition or ""(blank)""             raw_condition_counts[raw_label] += 1             raw_to_normalised[(raw_label, condition)] += 1              rating = as_float(row.get(""performance_rating_v3""))             f",199,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_current_true_track_feed_v1.py,TRACK_CONDITION,track_rating,"import Path   ROOT = Path(__file__).resolve().parents[1] DATA = ROOT / ""public"" / ""data""  RUNNER_BOARD = DATA / ""edgeiq_live_runner_board_v1.csv"" TRUE_TRACK = DATA / ""edgeiq_true_track_rating_v1.csv""  OUT = DATA / ""edgeiq_current_true_track_feed_v1.csv"" OUT_SUMMARY = DATA / ""edgeiq_current_true_track_feed_v1_summary.csv"" OUT_AUDIT = DATA / ""edgeiq_current_true_track_feed_v1_audit.csv""   def read_csv(path: Path) -> list[dict[str, str]]:     if not path.exists():         return []     wit",11,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_epf_v1_1_guardrailed.py,TRACK_CONDITION,track_condition,"continue             meta[race_key] = {                 ""race_class"": clean(row.get(""race_class"")),                 ""race_name"": clean(row.get(""race_name"")),                 ""track_condition"": clean(row.get(""track_condition"")),                 ""track_rating"": clean(row.get(""track_rating"")),                 ""source_file"": clean(row.get(""source_file"")),             }     return meta   def raw_band(value: Optional[float]) -> str:     if value is None:         return ""UNKNOWN""     if value",131,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_graphql_getRacesForMeet_meeting_warehouse_v1.py,TRACK_CONDITION,track_condition,"ean(race.get(""rdcClass"") or race.get(""class"")),                 ""distance"": clean(race.get(""distance"")),                 ""race_time_utc"": clean(race.get(""time"")),                 ""track_condition"": clean(meet.get(""trackCondition"")),                 ""track_rating"": clean(meet.get(""trackRating"")),                 ""rail_position"": clean(meet.get(""railPosition"")),                 ""previous_rail_position"": clean(meet.get(""previousRailPosition"")),                 ""weather"": clean(meet.get(""weathe",71,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_graphql_getRacesForMeet_meeting_warehouse_v1.py,RAIL_CURRENT,rail_position,"c"": clean(race.get(""time"")),                 ""track_condition"": clean(meet.get(""trackCondition"")),                 ""track_rating"": clean(meet.get(""trackRating"")),                 ""rail_position"": clean(meet.get(""railPosition"")),                 ""previous_rail_position"": clean(meet.get(""previousRailPosition"")),                 ""weather"": clean(meet.get(""weather"")),                 ""runner_id"": clean(e.get(""id"")),                 ""race_entry_number"": clean(e.get(""raceEntryNumber"")),",73,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_graphql_getRacesForMeet_meeting_warehouse_v1.py,RAIL_PREVIOUS,previous_rail,"ean(meet.get(""trackCondition"")),                 ""track_rating"": clean(meet.get(""trackRating"")),                 ""rail_position"": clean(meet.get(""railPosition"")),                 ""previous_rail_position"": clean(meet.get(""previousRailPosition"")),                 ""weather"": clean(meet.get(""weather"")),                 ""runner_id"": clean(e.get(""id"")),                 ""race_entry_number"": clean(e.get(""raceEntryNumber"")),                 ""horse"": clean(e.get(""horseName"")),                 ""hors",74,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_graphql_getRacesForMeet_meeting_warehouse_v1.py,MEETING_STATUS,race_status,")),                 ""state"": clean(meet.get(""state"")),                 ""race_id"": clean(race.get(""id"")),                 ""race_no"": clean(race.get(""raceNumber"")),                 ""race_status"": clean(race.get(""raceStatus"")),                 ""race_name"": clean(race.get(""name"")),                 ""race_class"": clean(race.get(""rdcClass"") or race.get(""class"")),                 ""distance"": clean(race.get(""distance"")),                 ""race_time_utc"": clean(race.get(""time"")),                 """,66,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_historical_rail_backfill_v1.py,TRACK_CONDITION,trackCondition,"RAPHQL_QUERY_MONTH = """""" query($year:Int,$month:Int){   GetMeetingByMonth(year:$year, month:$month){     id     date     venueName     venueCode     trackName     railPosition     trackCondition     penetrometer     weather     previousRailDate     previousRailPosition     previousTrackCondition     racesCount   } } """"""   @dataclass class GraphQLConfig:     endpoint: str     api_key: str   def read_csv(path: Path, **kwargs) -> pd.DataFrame:     if not path.exists():         raise FileNotFo",50,DISCOVERED_UNVERIFIED,,,,,
scripts\build_edgeiq_historical_rail_backfill_v1.py,RAIL_CURRENT,railPosition,", ""0001-01-01""} GRAPHQL_QUERY_MONTH = """""" query($year:Int,$month:Int){   GetMeetingByMonth(year:$year, month:$month){     id     date     venueName     venueCode     trackName     railPosition     trackCondition     penetrometer     weather     previousRailDate     previousRailPosition     previousTrackCondition     racesCount   } } """"""   @dataclass class GraphQLConfig:     endpoint: str     api_key: str   def read_csv(path: Path, **kwargs) -> pd.DataFrame:     if not path.exists():",49,DISCOVERED_UNVERIFIED,,,,,
